Distance_(pixels),Gray_Value
1070,5693.005
1071,6120.000
1072,5198.967
1073,4772.770
1074,4437.958
1075,4601.972
1076,3825.000
1077,4684.578
1078,5865.000
1079,5626.761
1080,4062.042
1081,3648.615
1082,4277.136
1083,4179.366
1084,4389.671
1085,4335.000
1086,4461.901
1087,4666.221
1088,7856.713
1089,6328.310
1090,4544.906
1091,4366.127
1092,4005.775
1093,3898.826
1094,4261.573
1095,4044.084
1096,4843.404
1097,5023.380
1098,4072.817
1099,3570.000
1100,4702.934
1101,4362.535
1102,4845.000
1103,5610.000
1104,5146.690
1105,4127.887
1106,3452.277
1107,4198.521
1108,3876.479
1109,3637.441
1110,3704.084
1111,4911.643
1112,5855.023
1113,4779.155
1114,4080.000
1115,5534.578
1116,4015.352
1117,5292.747
1118,6374.202
1119,5292.747
1120,4145.845
1121,5359.390
1122,6704.226
1123,7989.601
1124,5496.268
1125,4345.774
1126,3254.343
1127,4348.967
1128,4004.577
1129,3807.840
1130,4512.183
1131,4431.972
1132,4590.000
1133,4161.409
1134,3767.535
1135,3825.000
1136,4136.667
1137,5103.591
1138,4310.657
1139,4789.530
1140,4789.930
1141,4225.657
1142,3879.272
1143,5046.127
1144,5141.104
1145,5355.000
1146,5865.000
1147,5557.723
1148,4486.244
1149,4386.479
1150,3977.840
1151,4590.000
1152,5660.282
1153,5149.883
1154,3923.967
1155,4070.423
1156,3558.427
1157,3459.859
1158,5307.113
1159,6007.465
1160,4637.089
1161,4033.310
1162,3616.291
1163,3962.676
1164,3643.028
1165,3705.282
1166,3959.084
1167,5477.113
1168,5856.620
1169,4503.005
1170,4209.296
1171,3570.000
1172,3867.301
1173,3866.901
1174,4548.498
1175,4680.587
1176,5232.887
1177,4509.390
1178,4215.282
1179,5627.958
1180,5003.028
1181,5377.747
1182,6476.761
1183,6743.732
1184,5835.070
1185,4010.563
1186,6009.859
1187,6010.258
1188,4554.084
1189,4044.484
1190,3930.352
1191,4740.845
1192,7851.127
1193,7888.639
1194,4489.437
1195,3669.366
1196,3890.446
1197,4909.648
1198,4876.925
1199,4716.104
1200,6723.380
1201,5600.822
1202,4395.657
1203,4904.859
1204,3884.061
1205,4305.869
1206,4080.000
1207,5298.333
1208,6235.329
1209,4789.930
1210,4134.272
1211,4160.211
1212,4159.014
1213,4793.122
1214,5737.300
1215,5275.986
1216,6449.226
1217,3873.686
1218,4613.944
1219,4613.544
1220,3639.437
1221,4544.507
1222,4755.610
1223,3868.897
1224,4568.451
1225,3846.150
1226,3143.005
1227,4610.352
1228,5295.141
1229,6041.784
1230,4825.845
1231,3825.000
1232,4808.287
1233,4317.042
1234,4132.676
1235,4930.798
1236,4435.563
1237,4335.000
1238,4335.000
1239,5787.183
1240,4559.671
1241,4080.000
1242,4830.634
1243,7353.099
1244,6133.568
1245,4616.338
1246,4105.540
1247,3825.000
1248,3558.028
1249,4346.573
1250,4323.826
1251,3379.648
1252,3835.375
1253,4099.953
1254,4325.422
1255,3570.000
1256,3622.676
1257,4590.000
1258,4080.000
1259,3352.911
1260,4313.451
1261,3804.648
1262,3334.155
1263,4062.042
1264,4085.587
1265,3570.000
1266,5104.789
1267,6885.000
1268,5598.028
1269,4080.000
1270,4586.808
1271,3825.000
1272,4072.817
1273,3316.995
1274,5351.808
1275,4842.605
1276,4080.000
1277,4843.803
1278,4845.000
